flight_id,arrival_time,runway,landing_time,delay
FL1099,1284,2,1777.0,489.5
FL1264,1285,1,1777.0,489.0
FL1309,1286,1,1781.0,491.0
FL1320,1286,2,1782.0,491.0
FL2175,1288,1,1786.0,493.0
FL1644,1289,2,1787.5,493.0
FL1212,1289,1,1790.0,497.0
FL1803,1293,2,1793.5,494.5
FL1938,1294,1,1793.0,496.0
FL1795,1297,1,1799.0,496.0
FL1361,1298,2,1799.0,495.5
FL1151,1302,1,1803.0,497.0
FL1534,1306,2,1803.5,493.0
FL1696,1309,1,1806.0,494.0
FL1238,1310,2,1808.0,493.5
FL1019,1310,1,1810.0,496.0
FL1117,1316,2,1812.5,492.0
FL1647,1319,1,1814.0,491.0
FL1933,1321,2,1817.0,491.5
FL1963,1322,1,1820.0,492.0
FL1206,1324,2,1822.0,493.0
FL2023,1327,1,1826.0,493.0
FL1693,1329,2,1826.0,493.0
FL1911,1329,1,1832.5,497.0
FL1323,1329,2,1830.5,497.0
FL2126,1329,2,1836.5,501.5
FL1484,1331,1,1835.0,501.5
FL1572,1333,1,1837.5,502.0
FL1091,1334,2,1839.0,502.5
FL1909,1336,1,1840.5,501.5
FL1437,1337,2,1844.0,502.0
FL1637,1340,1,1843.0,500.5
FL1715,1344,1,1849.0,499.0
FL1410,1347,2,1849.5,497.0
FL1381,1348,1,1853.0,501.0
FL2192,1349,2,1854.0,500.5
FL2004,1353,1,1856.0,500.0
FL1178,1354,2,1860.5,500.0
FL2128,1355,1,1861.5,501.0
FL1218,1356,2,1865.0,504.5
FL1711,1357,1,1867.0,504.5
FL2064,1358,2,1869.0,507.0
FL2117,1358,1,1870.5,509.0
FL2127,1359,2,1871.5,510.0
FL1804,1359,1,1876.0,511.5
FL2190,1362,2,1878.0,509.5
FL1512,1364,1,1879.5,512.0
FL1809,1366,2,1883.0,512.0
FL1394,1368,1,1883.5,511.5
FL1326,1368,2,1886.5,515.0
FL1589,1369,1,1888.0,514.5
FL1970,1370,2,1892.5,516.5
FL1502,1377,1,1892.0,511.0
FL1640,1380,1,1895.5,512.0
FL1881,1381,2,1896.0,511.5
FL1399,1381,1,1898.0,514.5
FL1182,1382,2,1902.5,514.0
FL1878,1382,1,1901.0,516.0
FL1173,1382,1,1903.5,519.0
FL1464,1383,2,1905.0,519.5
FL2058,1385,1,1906.5,518.5
FL1835,1388,2,1910.5,517.0
FL1596,1390,1,1909.5,516.5
FL1956,1393,1,1912.5,516.5
FL1472,1394,2,1916.5,516.5
FL1866,1396,1,1918.0,516.5
FL1527,1399,2,1919.0,517.5
FL1798,1403,1,1924.5,515.0
FL1490,1403,2,1925.5,516.0
FL1283,1406,1,1928.5,518.5
FL1478,1408,2,1930.5,517.5
FL1110,1416,1,1933.0,512.5
FL1007,1417,2,1934.5,513.5
FL1311,1419,1,1938.0,514.0
FL1912,1420,2,1938.5,514.5
FL1709,1421,1,1941.5,517.0
FL1357,1427,2,1942.0,511.5
FL2189,1431,1,1945.0,510.5
FL1913,1433,2,1947.0,509.0
FL1016,1434,1,1949.0,511.0
FL1020,1434,2,1951.5,513.0
FL1002,1437,1,1953.5,512.0
FL1851,1442,2,1956.5,509.5
FL1171,1442,1,1959.0,511.5
FL2114,1443,2,1961.0,513.5
FL1293,1443,1,1964.5,516.0
FL1032,1443,2,1964.5,518.0
FL1704,1446,1,1968.5,518.5
FL2059,1450,2,1967.0,514.5
FL2113,1450,2,1973.5,517.0
FL2077,1452,1,1974.0,516.5
FL1720,1453,2,1976.0,520.5
FL1917,1453,1,1979.0,521.0
FL1349,1459,2,1982.5,517.0
FL1774,1461,1,1984.0,518.0
FL1052,1462,2,1989.0,520.5
FL1312,1462,1,1987.5,522.0
FL1387,1463,1,1991.5,524.5
FL1719,1466,2,1992.5,523.0
FL1122,1466,1,1996.0,525.5
FL1448,1466,2,1996.0,526.5
FL1855,1467,1,2002.0,529.0
FL1823,1469,2,2000.0,527.0
FL1160,1473,2,2006.5,527.0
FL1601,1476,1,2007.5,526.0
FL1707,1478,2,2011.0,528.5
FL1001,1484,1,2011.5,523.5
FL2022,1487,2,2015.0,524.0
FL2152,1489,1,2017.5,522.5
FL1159,1492,2,2017.5,523.0
FL1977,1496,1,2020.0,521.5
FL1265,1498,2,2021.5,519.5
FL2194,1499,1,2024.0,521.0
FL2197,1499,2,2025.0,522.5
FL2069,1499,1,2027.0,525.0
FL1764,1505,2,2027.5,520.0
FL2038,1507,1,2032.5,520.0
FL1755,1509,2,2030.0,518.5
FL1284,1510,2,2033.5,520.0
FL1703,1512,1,2035.5,520.5
FL1950,1513,2,2038.0,520.5
FL1500,1521,1,2042.0,514.5
FL1244,1521,2,2041.5,517.0
FL1070,1522,2,2046.5,519.5
FL1739,1523,1,2048.5,519.0
FL1758,1523,2,2051.5,523.5
FL1224,1525,1,2054.5,523.5
FL1914,1532,2,2057.5,519.5
FL1507,1533,1,2061.0,521.5
FL1179,1540,2,2063.0,517.5
FL1717,1541,1,2065.5,520.0
FL1834,1544,2,2067.0,519.0
FL1190,1547,1,2068.0,518.5
FL1123,1549,2,2069.5,518.0
FL2139,1549,1,2074.5,519.0
FL1376,1554,2,2073.0,515.5
FL2092,1556,2,2079.5,517.0
FL1699,1557,1,2080.0,517.5
FL1731,1558,2,2083.5,521.5
FL1415,1560,1,2084.0,520.0
FL1925,1561,2,2086.5,522.5
FL1928,1561,1,2088.0,523.0
FL1430,1562,2,2089.0,524.5
FL1943,1563,1,2093.5,525.0
FL1568,1564,2,2094.0,525.0
FL1966,1564,1,2100.0,529.5
FL2085,1565,2,2099.0,529.0
FL1552,1567,2,2103.5,532.0
FL1777,1567,1,2105.5,533.0
FL1991,1569,2,2106.0,534.5
FL2196,1570,1,2108.0,535.5
FL1460,1572,2,2110.5,534.0
FL1690,1573,1,2111.5,535.0
FL1297,1573,2,2116.5,537.5
FL1369,1576,1,2115.0,535.5
FL1432,1578,1,2118.0,537.0
FL1748,1579,2,2122.0,537.5
FL1677,1581,1,2122.5,537.0
FL2171,1581,2,2127.5,541.0
FL2071,1583,1,2125.0,539.5
FL1298,1584,1,2129.0,541.0
FL1424,1585,2,2130.0,542.5
FL1958,1587,1,2135.0,542.0
FL2094,1593,2,2133.5,537.0
FL1186,1593,2,2139.5,540.5
FL1786,1594,1,2140.5,541.0
FL1419,1594,2,2145.0,545.5
FL1479,1594,1,2143.5,546.5
FL2134,1596,1,2146.0,547.5
FL1936,1597,2,2148.0,548.0
FL1180,1597,1,2149.5,549.0
FL1452,1597,2,2152.5,551.0
FL1510,1600,1,2154.0,549.5
FL1013,1600,2,2156.0,552.5
FL1058,1604,1,2157.0,550.0
FL2163,1604,2,2160.0,552.0
FL1807,1605,1,2162.5,552.0
FL2150,1606,2,2165.5,554.0
FL1923,1607,1,2166.0,555.5
FL2061,1608,2,2169.0,557.5
FL1551,1612,1,2170.0,554.0
FL1653,1614,2,2173.0,555.0
FL1759,1615,1,2176.5,555.0
FL1495,1616,2,2178.5,557.0
FL2093,1616,1,2179.5,560.5
FL1489,1618,2,2185.0,560.5
FL1537,1621,1,2183.0,558.5
FL1331,1622,1,2189.0,561.0
FL1456,1625,2,2190.5,560.0
FL1223,1626,1,2192.0,563.0
FL1967,1626,2,2193.0,564.5
FL1227,1628,1,2198.5,564.0
FL1762,1628,2,2197.0,565.0
FL1528,1629,2,2199.5,568.0
FL1548,1630,1,2201.0,568.5
FL1767,1632,2,2202.0,567.5
FL1054,1636,1,2205.5,565.0
FL1083,1637,2,2204.5,565.0
FL1127,1639,2,2211.0,565.5
FL2015,1641,1,2209.5,564.5
FL1120,1641,1,2215.0,568.5
FL1220,1641,2,2215.5,570.0
FL1679,1647,1,2220.5,568.0
FL1060,1652,2,2221.5,563.5
FL1926,1655,1,2223.0,565.5
FL1536,1655,2,2228.0,566.5
FL1423,1655,1,2226.0,568.0
FL1322,1655,1,2228.5,571.0
FL1735,1658,2,2233.5,570.0
FL1388,1659,1,2232.0,569.5
FL1499,1660,1,2237.0,572.0
FL1443,1664,2,2238.0,569.5
FL1242,1664,1,2242.0,573.0
FL2088,1667,2,2241.5,571.0
FL1113,1674,2,2247.5,567.5
FL1030,1675,1,2247.5,567.0
FL1475,1677,1,2253.0,570.5
FL1738,1682,2,2251.5,565.5
FL1126,1684,2,2257.5,567.5
FL2103,1684,1,2256.5,569.0
FL1270,1686,1,2259.5,570.5
FL1614,1689,2,2264.0,568.5
FL1402,1691,1,2264.0,568.5
FL1188,1692,1,2268.5,572.0
FL1898,1693,2,2270.5,571.0
FL1390,1695,1,2272.5,573.5
FL1586,1698,2,2275.5,572.5
FL1299,1700,1,2278.5,572.5
FL1442,1701,2,2281.0,574.5
FL1706,1702,1,2284.0,576.5
FL1195,1703,2,2285.0,578.0
FL1857,1704,1,2287.5,580.0
FL1204,1705,2,2290.0,580.0
FL1042,1706,1,2291.0,581.5
FL2162,1709,2,2296.0,581.0
FL1198,1710,1,2294.5,581.0
FL1202,1713,1,2298.0,581.5
FL1287,1716,2,2300.0,580.0
FL1710,1718,1,2304.0,580.0
FL1775,1719,2,2306.0,581.0
FL1959,1719,1,2308.0,585.0
FL2144,1723,2,2312.0,583.0
FL2072,1723,1,2313.0,585.0
FL1328,1723,2,2318.5,589.0
FL1450,1724,1,2319.5,589.0
FL1821,1725,2,2324.0,593.5
FL2130,1725,1,2325.5,594.5
FL1713,1726,2,2330.5,598.0
FL1907,1727,1,2330.5,598.5
FL1992,1728,1,2337.0,602.5
FL1781,1729,2,2337.0,601.5
FL1377,1729,1,2340.5,608.0
FL1997,1730,2,2341.5,607.0
FL1854,1733,1,2347.0,607.5
FL1584,1735,2,2347.5,606.5
FL1364,1735,1,2353.5,612.0
FL1869,1738,2,2350.0,609.5
FL1998,1739,2,2353.5,611.0
FL2084,1740,1,2356.5,613.5
FL1205,1741,2,2356.5,612.5
FL2138,1742,1,2360.5,614.5
FL1671,1745,2,2362.0,611.5
FL1641,1745,1,2367.0,615.5
FL1569,1748,2,2367.5,614.0
FL1676,1749,1,2372.5,618.0
FL1611,1752,2,2370.0,615.5
FL1565,1753,2,2372.5,617.0
FL1752,1753,1,2379.0,619.5
FL1498,1755,2,2376.0,617.5
FL1429,1756,2,2381.5,620.0
FL1408,1758,1,2383.0,621.0
FL1040,1759,2,2385.0,622.5
FL2125,1760,1,2387.0,623.0
FL2063,1761,2,2388.5,624.0
FL1453,1761,1,2392.0,626.0
FL1289,1769,2,2393.5,619.5
FL1734,1772,1,2395.0,620.0
FL2054,1772,2,2399.0,621.5
FL1009,1773,1,2399.5,622.0
FL1571,1778,2,2405.5,621.0
FL1642,1780,1,2404.0,619.5
FL1944,1782,1,2407.0,622.0
FL1547,1782,2,2410.5,623.5
FL1847,1784,1,2409.5,623.0
FL1351,1787,1,2412.0,622.5
FL1029,1790,2,2414.5,620.5
FL1697,1790,1,2416.0,622.0
FL1137,1794,2,2420.0,620.5
FL1366,1794,1,2420.0,622.0
FL2078,1796,1,2425.0,624.0
FL1621,1808,2,2422.5,612.0
FL1276,1809,2,2427.5,613.5
FL1254,1810,1,2431.5,615.0
FL2169,1812,2,2434.0,615.5
FL1391,1813,1,2434.5,618.5
FL1896,1814,2,2438.5,620.0
FL2131,1816,1,2437.5,618.5
FL1899,1816,1,2443.0,621.5
FL1955,1818,2,2441.0,620.5
FL2056,1818,2,2444.5,623.0
FL1348,1818,1,2447.5,625.0
FL1245,1820,2,2449.5,624.5
FL1675,1821,1,2454.0,626.5
FL1082,1824,2,2452.5,625.5
FL1129,1824,2,2457.5,628.5
FL1952,1824,1,2457.5,630.0
FL1018,1824,1,2463.0,633.5
FL2176,1825,2,2460.5,632.5
FL1605,1832,2,2466.5,628.5
FL1022,1834,1,2465.5,629.0
FL2042,1835,1,2468.0,630.5
FL1081,1839,2,2472.5,627.5
FL1451,1843,1,2474.0,625.0
FL1383,1844,2,2475.5,628.5
FL1434,1848,1,2476.5,626.0
FL1477,1849,2,2480.0,626.5
FL1021,1850,1,2480.5,626.5
FL1859,1851,2,2484.5,629.0
FL1037,1852,1,2483.0,628.5
FL1608,1859,1,2486.5,624.0
FL1501,1859,2,2487.5,625.5
FL1868,1862,1,2493.0,624.5
FL2156,1864,2,2491.0,623.5
FL1965,1866,2,2494.0,625.0
FL1723,1871,1,2498.0,622.0
FL1692,1873,2,2500.5,621.0
FL1466,1878,1,2504.5,620.0
FL1986,1878,2,2503.0,622.5
FL1836,1878,2,2507.0,625.0
FL1837,1878,1,2507.0,626.5
FL2043,1881,1,2512.0,626.0
FL2170,1884,2,2513.5,623.0
FL1937,1884,1,2515.0,628.0
FL1646,1885,2,2519.0,628.5
FL1072,1885,1,2518.5,630.0
FL1353,1886,1,2522.5,632.5
FL1523,1888,2,2521.5,631.0
FL1940,1891,2,2527.5,630.5
FL2116,1893,1,2527.5,629.5
FL1976,1896,1,2532.5,631.5
FL2013,1899,2,2534.0,628.5
FL1360,1904,1,2537.5,628.5
FL2174,1904,2,2536.5,630.0
FL1237,1904,2,2542.5,632.5
FL1317,1905,1,2543.5,632.5
FL1686,1905,2,2546.0,637.5
FL1094,1908,1,2549.0,635.5
FL1035,1910,2,2551.0,636.0
FL1346,1914,1,2554.5,635.0
FL2157,1916,2,2557.0,635.0
FL1891,1918,1,2560.5,636.5
FL1249,1918,2,2561.0,639.0
FL1779,1920,1,2565.5,640.5
FL1140,1922,2,2566.5,639.0
FL1487,1923,1,2569.0,642.5
FL1649,1924,2,2571.0,642.5
FL2060,1927,1,2572.0,642.0
FL1435,1929,2,2575.0,642.0
FL1667,1930,1,2576.5,642.0
FL1740,1933,2,2579.5,642.0
FL1910,1934,1,2581.0,642.5
FL2178,1940,2,2582.0,639.5
FL1330,1940,1,2587.0,641.0
FL1165,1945,2,2587.5,637.0
FL1079,1946,1,2589.5,641.0
FL1562,1946,2,2590.5,641.5
FL1749,1947,1,2594.5,642.5
FL1339,1947,2,2594.0,643.5
FL1338,1947,2,2600.0,647.0
FL1867,1948,1,2598.5,646.5
FL1557,1950,1,2602.0,648.5
FL1761,1952,2,2605.0,648.0
FL1418,1952,1,2607.5,650.0
FL1806,1953,2,2611.0,652.0
FL1627,1953,1,2610.0,654.5
FL1624,1954,1,2614.5,656.0
FL1379,1955,2,2616.5,656.0
FL1336,1961,1,2618.0,653.5
FL1538,1962,2,2620.0,654.5
FL2122,1962,1,2622.5,656.0
FL1579,1963,2,2625.5,657.0
FL1701,1964,1,2627.0,658.5
FL1272,1965,2,2630.0,660.5
FL1370,1965,1,2630.0,662.0
FL1375,1968,1,2635.0,662.0
FL1698,1969,2,2634.0,661.0
FL2118,1969,2,2640.0,665.0
FL1533,1971,1,2637.5,664.0
FL1780,1973,1,2642.5,664.5
FL1049,1974,2,2644.5,666.0
FL1226,1977,1,2648.0,665.5
FL2188,1977,2,2647.0,667.5
FL1199,1978,2,2650.5,669.0
FL2182,1979,1,2652.0,669.0
FL1077,1979,2,2656.5,671.5
FL1278,1980,1,2656.0,672.0
FL1115,1981,1,2660.5,675.0
FL1669,1984,2,2659.0,672.5
FL1008,1984,2,2665.0,675.0
FL1729,1985,1,2663.5,675.5
FL2119,1985,1,2669.5,678.5
FL1989,1989,2,2670.5,676.0
FL1239,1989,1,2672.0,680.5
FL1027,1989,2,2674.5,681.5
FL1708,1992,1,2675.5,680.0
FL1216,1993,2,2679.5,681.5
FL1121,1994,1,2678.0,681.5
FL1428,1996,1,2680.5,682.0
FL1416,1998,2,2683.0,681.5
FL1386,1998,1,2685.0,682.5
FL1852,2002,2,2687.5,681.0
